text,minimal_text,classical_text,label,sentiment
"You know this is gonna be a cheesy movie when:<br /><br />1. It was made it the 50's 2. It's in black and white. 3. It has no name actors! 4. Screaming makes up for the lack of special effects!<br /><br />Well not to be outdone - this movie brilliantly incorporated all four of the above elements to turn this into a true cinematic blunder.<br /><br />Okay - shhhhh but I am gonna discuss special effects here - or lack of them - <br /><br />Did you catch the underwater scenes? It looks like it was poorly filmed through an aquarium - note the cape flapping in the breeze.<br /><br />And the repeated re-use of Stock Footage, (exterior house shots, the bridges scenes -- great enhanced the K-R-A-F-Tiness of this film - not since ""PLAN 9"" - have I seen such creative usage of stock footage.<br /><br />And hey where there was a lack of special effects - not to worry - screaming DOES take the place of special effects in this movie as well. Yes this movie even cleverly used that old hack trick.<br /><br />Grab the popcorn - set your brain on stun (several fermented beverages DEFINITELY helps), sit back, and wonder: why the heck did they put this on film again?<br /><br />Wayno<br /><br />","you know this is gonna be a cheesy movie when: 1. it was made it the 50's 2. it's in black and white. 3. it has no name actors! 4. screaming makes up for the lack of special effects! well not to be outdone - this movie brilliantly incorporated all four of the above elements to turn this into a true cinematic blunder. okay - shhhhh but i am gonna discuss special effects here - or lack of them - did you catch the underwater scenes? it looks like it was poorly filmed through an aquarium - note the cape flapping in the breeze. and the repeated re-use of stock footage, (exterior house shots, the bridges scenes -- great enhanced the k-r-a-f-tiness of this film - not since ""plan 9"" - have i seen such creative usage of stock footage. and hey where there was a lack of special effects - not to worry - screaming does take the place of special effects in this movie as well. yes this movie even cleverly used that old hack trick. grab the popcorn - set your brain on stun (several fermented beverages definitely helps), sit back, and wonder: why the heck did they put this on film again? wayno",know gon na cheesy movie make black white no name actor scream make lack special effect well not outdone movie brilliantly incorporate four element turn true cinematic blunder okay shhhhh gon na discuss special effect lack catch underwater scene look like poorly film aquarium note cape flap breeze repeat use stock footage exterior house shot bridge scene great enhanced tiness film not since plan see creative usage stock footage hey lack special effect not worry scream take place special effect movie well yes movie even cleverly use old hack trick grab popcorn set brain stun several ferment beverage definitely help sit back wonder heck put film wayno,0,Negative
"This movie has to be my favorite of all time. Its not supposed to have a plot, because its makers wanted people (Charlie Sheen, I think)to believe it was a real snuff film. This was an exercise in visual effects, and doesn't cut away when the action happens like every other film does. Movies these days are now all about sound effects, leaving the visuals to be made by computers cause its easier to deal with CGI blood. There still are movie makers who still can't get fake blood to look like the real thing. There is no rape scene because that wasn't the point of making the film. Have you seen the hills have eyes 2? The rape scene was funny instead of shocking. Although i'm sure there are some GONZO porn film makers that have tried to marry porn with horror. But since they probably suck at making films, they probably wouldn't be able to pull it off. The movie ""Baise Moi"" has a disturbing rape scene because the actresses are actually porn stars and they show everything even though the movie overall sucks.<br /><br />Its too bad that a movie can't be made without thinking of the money aspect of it all, especially when talking about an AO or NC-17 rating. I'm sure Eli Roth has the ability/talent to make his Hostel film series much much better, but he has too tame it down to get an R rating...or at least I hope that his movies sucked because of these limitations.<br /><br />Watch Traces of Death or More than Smashed Pumpkins if you want no frills real footage (accident & crime scenes/footage). Don't forget that this movie was made in 1985. The fact that this film can still stand up against most crap made these days says a lot about this film. That would be like someone saying the 8bit Super Mario Brothers sucks because the PS3 has better graphics.","this movie has to be my favorite of all time. its not supposed to have a plot, because its makers wanted people (charlie sheen, i think)to believe it was a real snuff film. this was an exercise in visual effects, and doesn't cut away when the action happens like every other film does. movies these days are now all about sound effects, leaving the visuals to be made by computers cause its easier to deal with cgi blood. there still are movie makers who still can't get fake blood to look like the real thing. there is no rape scene because that wasn't the point of making the film. have you seen the hills have eyes 2? the rape scene was funny instead of shocking. although i'm sure there are some gonzo porn film makers that have tried to marry porn with horror. but since they probably suck at making films, they probably wouldn't be able to pull it off. the movie ""baise moi"" has a disturbing rape scene because the actresses are actually porn stars and they show everything even though the movie overall sucks. its too bad that a movie can't be made without thinking of the money aspect of it all, especially when talking about an ao or nc-17 rating. i'm sure eli roth has the ability/talent to make his hostel film series much much better, but he has too tame it down to get an r rating...or at least i hope that his movies sucked because of these limitations. watch traces of death or more than smashed pumpkins if you want no frills real footage (accident & crime scenes/footage). don't forget that this movie was made in 1985. the fact that this film can still stand up against most crap made these days says a lot about this film. that would be like someone saying the 8bit super mario brothers sucks because the ps3 has better graphics.",movie favorite time not suppose plot maker want people charlie sheen think believe real snuff film exercise visual effect not cut away action happens like every film movie day sound effect leave visuals make computer cause easy deal cgi blood still movie maker still not get fake blood look like real thing no rape scene not point make film see hill eye rape scene funny instead shock although sure gonzo porn film maker try marry porn horror since probably suck make film probably would not able pull movie baise moi disturb rape scene actresses actually porn star show everything even though movie overall suck bad movie not make without think money aspect especially talk ao nc rating sure eli roth ability talent make hostel film series much much good tame get rating least hope movie suck limitation watch trace death smash pumpkin want no frill real footage accident crime scene footage not forget movie make fact film still stand crap make day say lot film would like someone say bit super mario brother suck ps good graphic,1,Positive
"Anyone who has read my review for Uwe Boll's ""Alone In The Dark"" will remember that I compared the unenviable task of sitting through that piece of human waste to having each and every hair on your arm pulled out. Well, take that analogy a step further with this irredeemable gutter trash and try to imagine the pain of getting your teeth extracted without novacaine. Do that, and you'll have a general idea of what Eli Roth's ""Cabin Fever"" is all about.<br /><br />I never believed any one film was capable of topping the sheer agonizing dreck that Uwe Boll cranks out as the ""worst film ever made."" But, in all honesty, I have to say ""Cabin Fever"" comes very close. This is yet another sad excuse for a motion picture that had absolutely no valid reason to meet with any form of theatrical release. For somebody who claims to love the horror genre as much as Eli Roth does, he has created the single most annoying and convoluted patchwork of a movie I think I have ever seen in my entire life. How do you screw up a story like this? Think of the potential this plot would have had without the poorly written characters, without the bad writing, and without all that unnecessary and unfunny comedy. A movie dealing with a grotesque flesh-eating virus could and should have been so much better than what Roth dished out for us here. This script failed on so many levels with me. And, while I do not doubt the evident talent this director possesses, I do know that he fumbled the ball big time on an idea that could very well have redefined the horror genre.<br /><br />To say this was a production of missed opportunities would indeed be a gross play on words. A generous amount of blood and unsettling special effects can't even save it, and that is one element I normally go for. There really was nothing about ""Cabin Fever"" that I could easily recommend to anybody. When three quarters of the crowd walks out of the theater halfway through, you know the movie is sinking fast. My best advice to those reading this would be to simply rent before purchasing. One viewing was more than enough for me to know that I will most likely never bother with it again.","anyone who has read my review for uwe boll's ""alone in the dark"" will remember that i compared the unenviable task of sitting through that piece of human waste to having each and every hair on your arm pulled out. well, take that analogy a step further with this irredeemable gutter trash and try to imagine the pain of getting your teeth extracted without novacaine. do that, and you'll have a general idea of what eli roth's ""cabin fever"" is all about. i never believed any one film was capable of topping the sheer agonizing dreck that uwe boll cranks out as the ""worst film ever made."" but, in all honesty, i have to say ""cabin fever"" comes very close. this is yet another sad excuse for a motion picture that had absolutely no valid reason to meet with any form of theatrical release. for somebody who claims to love the horror genre as much as eli roth does, he has created the single most annoying and convoluted patchwork of a movie i think i have ever seen in my entire life. how do you screw up a story like this? think of the potential this plot would have had without the poorly written characters, without the bad writing, and without all that unnecessary and unfunny comedy. a movie dealing with a grotesque flesh-eating virus could and should have been so much better than what roth dished out for us here. this script failed on so many levels with me. and, while i do not doubt the evident talent this director possesses, i do know that he fumbled the ball big time on an idea that could very well have redefined the horror genre. to say this was a production of missed opportunities would indeed be a gross play on words. a generous amount of blood and unsettling special effects can't even save it, and that is one element i normally go for. there really was nothing about ""cabin fever"" that i could easily recommend to anybody. when three quarters of the crowd walks out of the theater halfway through, you know the movie is sinking fast. my best advice to those reading this would be to simply rent before purchasing. one viewing was more than enough for me to know that i will most likely never bother with it again.",anyone read review uwe boll alone dark remember compare unenviable task sit piece human waste every hair arm pull well take analogy step irredeemable gutter trash try imagine pain get teeth extract without novacaine general idea eli roth cabin fever never believe one film capable top sheer agonize dreck uwe boll crank worst film ever make honesty say cabin fever come close yet another sad excuse motion picture absolutely no valid reason meet form theatrical release somebody claim love horror genre much eli roth create single annoying convolute patchwork movie think ever see entire life screw story like think potential plot would without poorly write character without bad write without unnecessary unfunny comedy movie deal grotesque flesh eating virus could much well roth dished u script fail many level not doubt evident talent director possesses know fumble ball big time idea could well redefine horror genre say production miss opportunity would indeed gross play word generous amount blood unsettle special effect not even save one element normally go really nothing cabin fever could easily recommend anybody three quarter crowd walk theater halfway know movie sink fast best advice read would simply rent purchase one view enough know likely never bother,0,Negative
"If this film strikes you (as it did us and, apparently, others departing the theater) as disappointingly thin, it may be because the subject herself is mildly disappointing. The film faithfully presents us Bettie Page as she probably was: a playful almost-innocent from the rural South whose career as ""the pinup queen of the universe"" was for her just goofy, natural fun. Her eventual moral qualms, religious conversion and sudden departure from nude and bondage modeling are biographically accurate, yet hard to understand given how untroubled she seemed by her livelihood.<br /><br />There are many reasons to see this film even so, not least of which are the amazing b&w noir cinematography of W. Mott Hopfel III (complete with old fashioned wipes and dissolves), the 1950's-faithful acting of the cast under the direction of Mary Harron, pitch-perfect performances by some of our most underrated supporting actors (including Chris Bauer, Lili Taylor, Sarah Paulson, Austin Pendleton, Dallas Roberts and Victor Slezak), not to mention the Oscar-worthy and technically difficult lead performance of Gretchen Mol.<br /><br />Ms. Mol does several scenes fully naked and most others in amazing period lingerie and ""specialty"" costumes (gloriously assembled by costume designer John A. Dunn), yet she astonishingly maintains Bettie Page's unstudied pleasure in her lush body. To watch Ms. Mol as Ms. Page, an aspiring actress, progressing through degrees of progressively less ""bad"" auditions and student acting scenes is to see a truly fine actress in complete control of her craft.<br /><br />The script does effectively bring us into 1950's America, where childhood sexual abuse, lawless abduction and rape, and the legal suppression of brands of pornography which today seem laughably tame, is a reality. 50's New York is evoked with seamlessly-inter cut news reel footage. 50's Miami comes alive in super-saturated, 16mm-style color. The real Bettie Page seems to scamper, smile and pose before us, and yet the effect is curiously lightweight, barely lewd and not at all dangerous.<br /><br />How odd that bondage's greatest icon should be so lacking in venom, and that this technically excellent biopic should have so little sting.","if this film strikes you (as it did us and, apparently, others departing the theater) as disappointingly thin, it may be because the subject herself is mildly disappointing. the film faithfully presents us bettie page as she probably was: a playful almost-innocent from the rural south whose career as ""the pinup queen of the universe"" was for her just goofy, natural fun. her eventual moral qualms, religious conversion and sudden departure from nude and bondage modeling are biographically accurate, yet hard to understand given how untroubled she seemed by her livelihood. there are many reasons to see this film even so, not least of which are the amazing b&w noir cinematography of w. mott hopfel iii (complete with old fashioned wipes and dissolves), the 1950's-faithful acting of the cast under the direction of mary harron, pitch-perfect performances by some of our most underrated supporting actors (including chris bauer, lili taylor, sarah paulson, austin pendleton, dallas roberts and victor slezak), not to mention the oscar-worthy and technically difficult lead performance of gretchen mol. ms. mol does several scenes fully naked and most others in amazing period lingerie and ""specialty"" costumes (gloriously assembled by costume designer john a. dunn), yet she astonishingly maintains bettie page's unstudied pleasure in her lush body. to watch ms. mol as ms. page, an aspiring actress, progressing through degrees of progressively less ""bad"" auditions and student acting scenes is to see a truly fine actress in complete control of her craft. the script does effectively bring us into 1950's america, where childhood sexual abuse, lawless abduction and rape, and the legal suppression of brands of pornography which today seem laughably tame, is a reality. 50's new york is evoked with seamlessly-inter cut news reel footage. 50's miami comes alive in super-saturated, 16mm-style color. the real bettie page seems to scamper, smile and pose before us, and yet the effect is curiously lightweight, barely lewd and not at all dangerous. how odd that bondage's greatest icon should be so lacking in venom, and that this technically excellent biopic should have so little sting.",film strike u apparently others depart theater disappointingly thin may subject mildly disappointing film faithfully present u bettie page probably playful almost innocent rural south whose career pinup queen universe goofy natural fun eventual moral qualm religious conversion sudden departure nude bondage model biographically accurate yet hard understand give untroubled seem livelihood many reason see film even not least amazing noir cinematography mott hopfel iii complete old fashion wipe dissolve faithful act cast direction mary harron pitch perfect performance underrate support actor include chris bauer lili taylor sarah paulson austin pendleton dallas roberts victor slezak not mention oscar worthy technically difficult lead performance gretchen mol m mol several scene fully naked others amazing period lingerie specialty costume gloriously assemble costume designer john dunn yet astonishingly maintain bettie page unstudied pleasure lush body watch m mol m page aspire actress progress degree progressively less bad audition student act scene see truly fine actress complete control craft script effectively bring u america childhood sexual abuse lawless abduction rape legal suppression brand pornography today seem laughably tame reality new york evoke seamlessly inter cut news reel footage miami come alive super saturate mm style color real bettie page seem scamper smile pose u yet effect curiously lightweight barely lewd not dangerous odd bondage great icon lack venom technically excellent biopic little sting,1,Positive
"No day passes without a new released computer animated movie, so we now really have chances to see more than some nice effects. After watching Ice Age I felt that's it was not that big impact on me than some other films of this genre.<br /><br />But it's because I am a Big Guy now, and I am pretty sure that this is a very enjoyable movie for children (maybe up to 14). The story is quite simple, and the ""actors"" are funny in a cute way, without any crude or complex humour. Even the ""evil"" is lovely, fluffy big cat with those funny teeth. And the story has a happy end, which was a small disappointment for me (knowing that most of the main characters are doomed to extinction in a sad way) but a great thing for children. And apart from some fights nobody dies (not even when he gets stomped on by a mammoth, several times), which made a cartoony feeling.<br /><br />The computer animation part is nice but nothing special, apart from some really nice cartoony feeling scenes, when you feel like walking in a nice painting or pages of a comics. [Which means lots of work nevertheless!]<br /><br />There were some gags which made me smile - I accept, the creators tried to satisfy those grownups - but they are hard to spot and (in my opinion) better left unnoticed, since it does not feel to fit into the story.<br /><br />Overall it's a nice movie, but it's rather in the ideal-world-and-fluffy-animals-for-children disney cliche. If you don't hate cute animals making funny things, watch it at least once.","no day passes without a new released computer animated movie, so we now really have chances to see more than some nice effects. after watching ice age i felt that's it was not that big impact on me than some other films of this genre. but it's because i am a big guy now, and i am pretty sure that this is a very enjoyable movie for children (maybe up to 14). the story is quite simple, and the ""actors"" are funny in a cute way, without any crude or complex humour. even the ""evil"" is lovely, fluffy big cat with those funny teeth. and the story has a happy end, which was a small disappointment for me (knowing that most of the main characters are doomed to extinction in a sad way) but a great thing for children. and apart from some fights nobody dies (not even when he gets stomped on by a mammoth, several times), which made a cartoony feeling. the computer animation part is nice but nothing special, apart from some really nice cartoony feeling scenes, when you feel like walking in a nice painting or pages of a comics. [which means lots of work nevertheless!] there were some gags which made me smile - i accept, the creators tried to satisfy those grownups - but they are hard to spot and (in my opinion) better left unnoticed, since it does not feel to fit into the story. overall it's a nice movie, but it's rather in the ideal-world-and-fluffy-animals-for-children disney cliche. if you don't hate cute animals making funny things, watch it at least once.",no day pass without new release computer animate movie really chance see nice effect watch ice age felt not big impact film genre big guy pretty sure enjoyable movie child maybe story quite simple actor funny cute way without crude complex humour even evil lovely fluffy big cat funny teeth story happy end small disappointment know main character doom extinction sad way great thing child apart fight nobody die not even get stomp mammoth several time make cartoony feel computer animation part nice nothing special apart really nice cartoony feeling scene feel like walk nice painting page comic mean lots work nevertheless gag make smile accept creator try satisfy grownup hard spot opinion well leave unnoticed since not feel fit story overall nice movie rather ideal world fluffy animal child disney cliche not hate cute animal make funny thing watch least,1,Positive
"Moon Child is the story of two brothers and a friend trying to make it in a futuristic, economically-unstable Japan. After a cunning disaster gone wrong, someone new enters young Sho's life, a special friend by the name of Kei. Years later they have grown rather close, and have found ways to combine both their talents into one unstoppable team. During another escapade, they encounter a new friend and his mute sister who become part of their band of friends. Before long disaster again strikes and the group falls apart. Alliances turn to enemies and their worlds are all turned upside down. Regrets and hopelessness claim some while power and success take others. Tragedy claims still others. Truths are revealed and lives are forever changed. <br /><br />And you will never see a more beautiful sunrise.<br /><br />This movie is a gripping tale of undying friendships, webs of relationships, and a team that not even death can keep apart for too long. Moon child combines sci-fi, drama, and action with the perfect cast and talent to create the most sensationally moving movie of the time, and great for most audiences. It minimizes the everyday romances and puts more emphasis on the important values we can all relate to such as friendships, loyalty, and believing in yourself. Nothing could possibly compare. I personally have never seen anything quite like it, and I don't suspect I ever will again.<br /><br />It appeals to the wider population in many ways and is a must see for all.","moon child is the story of two brothers and a friend trying to make it in a futuristic, economically-unstable japan. after a cunning disaster gone wrong, someone new enters young sho's life, a special friend by the name of kei. years later they have grown rather close, and have found ways to combine both their talents into one unstoppable team. during another escapade, they encounter a new friend and his mute sister who become part of their band of friends. before long disaster again strikes and the group falls apart. alliances turn to enemies and their worlds are all turned upside down. regrets and hopelessness claim some while power and success take others. tragedy claims still others. truths are revealed and lives are forever changed. and you will never see a more beautiful sunrise. this movie is a gripping tale of undying friendships, webs of relationships, and a team that not even death can keep apart for too long. moon child combines sci-fi, drama, and action with the perfect cast and talent to create the most sensationally moving movie of the time, and great for most audiences. it minimizes the everyday romances and puts more emphasis on the important values we can all relate to such as friendships, loyalty, and believing in yourself. nothing could possibly compare. i personally have never seen anything quite like it, and i don't suspect i ever will again. it appeals to the wider population in many ways and is a must see for all.",moon child story two brother friend try make futuristic economically unstable japan cunning disaster go wrong someone new enters young sho life special friend name kei year later grow rather close find way combine talent one unstoppable team another escapade encounter new friend mute sister become part band friend long disaster strike group fall apart alliance turn enemy world turn upside regret hopelessness claim power success take others tragedy claim still others truth reveal life forever change never see beautiful sunrise movie grip tale undying friendship web relationship team not even death keep apart long moon child combine sci fi drama action perfect cast talent create sensationally move movie time great audience minimizes everyday romance put emphasis important value relate friendship loyalty believe nothing could possibly compare personally never see anything quite like not suspect ever appeal wider population many way must see,1,Positive
"John Water's (""Pink Flamingos""...) ""Pecker"" is the best movie I've seen in a while. It gives the viewer a surreal image of life in Baltimore (I live in nearby Washington, DC), with a Warhol-like use of color, exaggerated motions and emotions. Pecker becomes larger than his town can handle, and he is separated from his loved-ones (including a sexy Ricci) by his man-loving art manager. The picture left a refreshing taste in my mouth--kind of like a fresh strawberry ice cream on a hot summer day--and though this taste was rather flat and simplistic, it only made the whole thing more profound and critical. It is a celebration of life, liberty, and the right to bear arms...and everything else this country stands for. -Juan Pieczanski (jpieczanski@sidwell.edu)","john water's (""pink flamingos""...) ""pecker"" is the best movie i've seen in a while. it gives the viewer a surreal image of life in baltimore (i live in nearby washington, dc), with a warhol-like use of color, exaggerated motions and emotions. pecker becomes larger than his town can handle, and he is separated from his loved-ones (including a sexy ricci) by his man-loving art manager. the picture left a refreshing taste in my mouth--kind of like a fresh strawberry ice cream on a hot summer day--and though this taste was rather flat and simplistic, it only made the whole thing more profound and critical. it is a celebration of life, liberty, and the right to bear arms...and everything else this country stands for. -juan pieczanski (jpieczanski@sidwell.edu)",john water pink flamingos pecker best movie see give viewer surreal image life baltimore live nearby washington dc warhol like use color exaggerate motion emotion pecker becomes large town handle separate loved one include sexy ricci man love art manager picture leave refresh taste mouth kind like fresh strawberry ice cream hot summer day though taste rather flat simplistic make whole thing profound critical celebration life liberty right bear arm everything else country stand juan pieczanski jpieczanski sidwell edu,1,Positive
"Superbly trashy and wondrously unpretentious 80's exploitation, hooray! The pre-credits opening sequences somewhat give the false impression that we're dealing with a serious and harrowing drama, but you need not fear because barely ten minutes later we're up until our necks in nonsensical chainsaw battles, rough fist-fights, lurid dialogs and gratuitous nudity! Bo and Ingrid are two orphaned siblings with an unusually close and even slightly perverted relationship. Can you imagine playfully ripping off the towel that covers your sister's naked body and then stare at her unshaven genitals for several whole minutes? Well, Bo does that to his sister and, judging by her dubbed laughter, she doesn't mind at all. Sick, dude! Anyway, as kids they fled from Russia with their parents, but nasty soldiers brutally slaughtered mommy and daddy. A friendly smuggler took custody over them, however, and even raised and trained Bo and Ingrid into expert smugglers. When the actual plot lifts off, 20 years later, they're facing their ultimate quest as the mythical and incredibly valuable White Fire diamond is coincidentally found in a mine. Very few things in life ever made as little sense as the plot and narrative structure of ""White Fire"", but it sure is a lot of fun to watch. Most of the time you have no clue who's beating up who or for what cause (and I bet the actors understood even less) but whatever! The violence is magnificently grotesque and every single plot twist is pleasingly retarded. The script goes totally bonkers beyond repair when suddenly  and I won't reveal for what reason  Bo needs a replacement for Ingrid and Fred Williamson enters the scene with a big cigar in his mouth and his sleazy black fingers all over the local prostitutes. Bo's principal opponent is an Italian chick with big breasts but a hideous accent, the preposterous but catchy theme song plays at least a dozen times throughout the film, there's the obligatory ""we're-falling-in-love"" montage and loads of other attractions! My God, what a brilliant experience. The original French title translates itself as ""Life to Survive"", which is uniquely appropriate because it makes just as much sense as the rest of the movie: None!","superbly trashy and wondrously unpretentious 80's exploitation, hooray! the pre-credits opening sequences somewhat give the false impression that we're dealing with a serious and harrowing drama, but you need not fear because barely ten minutes later we're up until our necks in nonsensical chainsaw battles, rough fist-fights, lurid dialogs and gratuitous nudity! bo and ingrid are two orphaned siblings with an unusually close and even slightly perverted relationship. can you imagine playfully ripping off the towel that covers your sister's naked body and then stare at her unshaven genitals for several whole minutes? well, bo does that to his sister and, judging by her dubbed laughter, she doesn't mind at all. sick, dude! anyway, as kids they fled from russia with their parents, but nasty soldiers brutally slaughtered mommy and daddy. a friendly smuggler took custody over them, however, and even raised and trained bo and ingrid into expert smugglers. when the actual plot lifts off, 20 years later, they're facing their ultimate quest as the mythical and incredibly valuable white fire diamond is coincidentally found in a mine. very few things in life ever made as little sense as the plot and narrative structure of ""white fire"", but it sure is a lot of fun to watch. most of the time you have no clue who's beating up who or for what cause (and i bet the actors understood even less) but whatever! the violence is magnificently grotesque and every single plot twist is pleasingly retarded. the script goes totally bonkers beyond repair when suddenly  and i won't reveal for what reason  bo needs a replacement for ingrid and fred williamson enters the scene with a big cigar in his mouth and his sleazy black fingers all over the local prostitutes. bo's principal opponent is an italian chick with big breasts but a hideous accent, the preposterous but catchy theme song plays at least a dozen times throughout the film, there's the obligatory ""we're-falling-in-love"" montage and loads of other attractions! my god, what a brilliant experience. the original french title translates itself as ""life to survive"", which is uniquely appropriate because it makes just as much sense as the rest of the movie: none!",superbly trashy wondrously unpretentious exploitation hooray pre credit open sequence somewhat give false impression deal serious harrow drama need not fear barely ten minute later neck nonsensical chainsaw battle rough fist fight lurid dialog gratuitous nudity bo ingrid two orphaned sibling unusually close even slightly pervert relationship imagine playfully rip towel cover sister naked body stare unshaven genitals several whole minute well bo sister judge dub laughter not mind sick dude anyway kid flee russia parent nasty soldier brutally slaughter mommy daddy friendly smuggler take custody however even raise train bo ingrid expert smuggler actual plot lift year later face ultimate quest mythical incredibly valuable white fire diamond coincidentally find mine thing life ever make little sense plot narrative structure white fire sure lot fun watch time no clue beat cause bet actor understand even less whatever violence magnificently grotesque every single plot twist pleasingly retard script go totally bonkers beyond repair suddenly not reveal reason bo need replacement ingrid fred williamson enters scene big cigar mouth sleazy black finger local prostitute bo principal opponent italian chick big breast hideous accent preposterous catchy theme song play least dozen time throughout film obligatory fall love montage load attraction god brilliant experience original french title translate life survive uniquely appropriate make much sense rest movie none,1,Positive
"I loved that this film recognizes the intelligence of the viewer, allowing the layers to peel from the characters through their interactions with each other about the unspoken loss that has so affected each of them. <br /><br />The cinematography is a beautiful, and is an inspired reflection of the vision of someone I believe is an extremely talented new filmmaker with the maturity and artistic insight to tell a story that others with much more experience have failed to accomplish. I see a bright future for this writer/producer/director who had the ability to focus on a goal and accomplish it with integrity.<br /><br />Kudos for this achievement.","i loved that this film recognizes the intelligence of the viewer, allowing the layers to peel from the characters through their interactions with each other about the unspoken loss that has so affected each of them. the cinematography is a beautiful, and is an inspired reflection of the vision of someone i believe is an extremely talented new filmmaker with the maturity and artistic insight to tell a story that others with much more experience have failed to accomplish. i see a bright future for this writer/producer/director who had the ability to focus on a goal and accomplish it with integrity. kudos for this achievement.",love film recognize intelligence viewer allow layer peel character interaction unspoken loss affect cinematography beautiful inspired reflection vision someone believe extremely talented new filmmaker maturity artistic insight tell story others much experience fail accomplish see bright future writer producer director ability focus goal accomplish integrity kudos achievement,1,Positive
"The only thing that ""An Inconvenient Truth"" proves is that Al Gore is still an idiot. These ""unchallenged"" experts are unchallenged because a response to their inane hypotheses is generally beneath real science. This is mostly false science folks. The greatest source of greenhouse gases - CO2 - is people, we exhale it and unless you're willing to start sacrificing your brethren to save the world, there's not a darn thing to be done. We've heard how the world was going to end as the result of man for more than 50 years. Fools publish a time line for their doomsday and when the time passes, nothing has happened. ""An Inconvenient Truth"" is just another vehicle with which a disingenuous faction of American society can peddle their poop.<br /><br />And as to Al leaving the tobacco business because of his sister's death from cancer, that is a load too. Al couldn't run his farm any better than he could run the country. He was losing money on the operation because he didn't care to farm when he could make more $ on speaking tours. The only global warming that is unchallenged is the hot air produced by this gasbag!","the only thing that ""an inconvenient truth"" proves is that al gore is still an idiot. these ""unchallenged"" experts are unchallenged because a response to their inane hypotheses is generally beneath real science. this is mostly false science folks. the greatest source of greenhouse gases - co2 - is people, we exhale it and unless you're willing to start sacrificing your brethren to save the world, there's not a darn thing to be done. we've heard how the world was going to end as the result of man for more than 50 years. fools publish a time line for their doomsday and when the time passes, nothing has happened. ""an inconvenient truth"" is just another vehicle with which a disingenuous faction of american society can peddle their poop. and as to al leaving the tobacco business because of his sister's death from cancer, that is a load too. al couldn't run his farm any better than he could run the country. he was losing money on the operation because he didn't care to farm when he could make more $ on speaking tours. the only global warming that is unchallenged is the hot air produced by this gasbag!",thing inconvenient truth prove al gore still idiot unchallenged expert unchallenged response inane hypotheses generally beneath real science mostly false science folk greatest source greenhouse gas co people exhale unless willing start sacrifice brother save world not darn thing do heard world go end result man year fool publish time line doomsday time pass nothing happen inconvenient truth another vehicle disingenuous faction american society peddle poop al leave tobacco business sister death cancer load al could not run farm better could run country lose money operation not care farm could make speaking tour global warm unchallenged hot air produce gasbag,0,Negative
"""I went to the movies, to see 'Beat Street' / it wasn't bad, it was kinda' neat / 'Krush Groove' was a flick, that I didn't mind / but when it came to 'Rappin', I drew the line."" Word to your mother.<br /><br />Want me to stop?<br /><br />That's just a small sample of the stupa-fly style of rhymin' on display in this waste of film and location permits. This movie is seriously wack (thats 80s-speak for just f*cking awful). As an emcee, Mario Van Peebles is one hell of an actor. And as an actor, Mario Van Peebles is one hell of a bodybuilder.<br /><br />Any film calling itself ""Rappin'"" had better deliver at that genre's highest standard of the time. So why were 6 year olds rolling in the aisles, even back in the day when standards were so knee-high-to-""Webster""-low? Because this rap is weak. So weak that not even B.E.T. or Comedy Central will touch it with a 10-foot gold-rope chain.<br /><br />Blondie's ""Rapture"" is def poetry next to this bit of Dr. Suess in the hood. So don't be a boobie, avoid this movie!<br /><br />","""i went to the movies, to see 'beat street' / it wasn't bad, it was kinda' neat / 'krush groove' was a flick, that i didn't mind / but when it came to 'rappin', i drew the line."" word to your mother. want me to stop? that's just a small sample of the stupa-fly style of rhymin' on display in this waste of film and location permits. this movie is seriously wack (thats 80s-speak for just f*cking awful). as an emcee, mario van peebles is one hell of an actor. and as an actor, mario van peebles is one hell of a bodybuilder. any film calling itself ""rappin'"" had better deliver at that genre's highest standard of the time. so why were 6 year olds rolling in the aisles, even back in the day when standards were so knee-high-to-""webster""-low? because this rap is weak. so weak that not even b.e.t. or comedy central will touch it with a 10-foot gold-rope chain. blondie's ""rapture"" is def poetry next to this bit of dr. suess in the hood. so don't be a boobie, avoid this movie!",go movie see beat street not bad kinda neat krush groove flick not mind come rappin drew line word mother want stop small sample stupa fly style rhymin display waste film location permit movie seriously wack thats speak cking awful emcee mario van peebles one hell actor actor mario van peebles one hell bodybuilder film call rappin good deliver genre high standard time year old roll aisle even back day standard knee high webster low rap weak weak not even comedy central touch foot gold rope chain blondie rapture def poetry next bit dr suess hood not boobie avoid movie,0,Negative
